Country Name	Indicator Name	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013
Ghana	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	54	54	54	54.0999984741	54.2000007629	54.2000007629	54.2999992371	54.2999992371	54.2999992371	54.2999992371	54.2999992371	52	49.5999984741	47.0999984741	44.5	41.9000015259	39.2999992371	39.0999984741	38.9000015259	38.7999992371	38.5999984741	38.5	38.2999992371	
Greece	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	36.5999984741	35.2999992371	34.2999992371	35	33.2999992371	33.5	35	33.5999984741	37.2000007629	38.2999992371	36.4000015259	33.9000015259	33.5999984741	31.7000007629	33.7999992371	30.7000007629	29.7000007629	29	27.5	28.7000007629	27.7999992371	27.5	28.2000007629	
Greenland	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)																								
Grenada	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)																								
Guam	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	41.7000007629	41.7000007629	41.5999984741	41.5999984741	41.5999984741	41.5	41.4000015259	41.2000007629	41.0999984741	40.9000015259	40.7999992371	40.5999984741	34.2999992371	35.0999984741	36.0999984741	45.5999984741	45.2999992371	45.7999992371	40.7999992371	35.7000007629	39.5	43.2999992371	43.4000015259	
Guatemala	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	34.2999992371	34.4000015259	34.4000015259	34.5	34.5999984741	34.5999984741	34.7000007629	34.7999992371	34.7999992371	34.9000015259	34.9000015259	35	35	35	35.0999984741	38.2999992371	41.5999984741	41.5999984741	41.7999992371	42.2000007629	42.4000015259	42.5999984741	42.7999992371	
Guinea	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	50.5999984741	50.5	50.5	50.2999992371	50.2999992371	50.2000007629	50.0999984741	50	49.9000015259	49.7999992371	50	50.0999984741	50.2000007629	50.0999984741	50.2999992371	50.4000015259	50.5999984741	50.9000015259	50.9000015259	51.4000015259	51.5999984741	51.7999992371	51.9000015259	
Guinea-Bissau	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	45.2000007629	45.7000007629	46.5999984741	47.5	48.0999984741	48.4000015259	47.7999992371	47.4000015259	50.5	49.9000015259	49.5999984741	50	51.0999984741	52	52.2999992371	52.5	52.7999992371	53.0999984741	53.2000007629	53.4000015259	53.5	53.5999984741	53.7999992371	
Guyana	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	33.2000007629	33.5999984741	34	34.5	34	33.5	32.7999992371	32.0999984741	31.6000003815	31	30.7000007629	30.3999996185	30.2999992371	30.2999992371	30.2999992371	30.3999996185	30.3999996185	30.2999992371	30.5	30.6000003815	30.8999996185	31	31	
Haiti	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	40.7999992371	39.7999992371	38.7000007629	37.5999984741	36.5	35.5	34.4000015259	33.2999992371	32.2999992371	31.2999992371	30.5	30.8999996185	31.3999996185	31.8999996185	32.4000015259	32.9000015259	33	33	33	33	33.0999984741	33.0999984741	33.0999984741	
Heavily indebted poor countries (HIPC)	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	55.6025133542	55.5238454789	55.4340362924	55.3064320452	55.3434129756	55.3794951578	55.5732529834	55.6482554882	55.7025082063	55.8062587977	55.8462292527	55.8425295356	55.7925760286	55.6864717395	55.605464656	55.4928505433	55.3160752104	55.2345574613	55.2311513311	55.1949498081	55.1738433487	55.101961908	55.0469546119	
High income	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	50.8442643331	50.1313292729	49.3336631468	48.4165942401	48.0895070999	47.6509932456	47.0683500536	46.4506453667	46.0938531469	46.3582395385	46.4739936659	45.4159694455	44.8878831114	44.2161693589	44.142645514	44.4224073861	44.4762904154	44.2438987069	44.3123309677	43.6030211336	42.5565897556	42.2791849165	42.1595494629	
High income: nonOECD	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	44.5755075047	44.105771455	44.1073800992	42.2257840209	40.8184273587	40.5863403681	38.5045410179	35.8784033796	34.0359309439	36.0632571972	35.4708844526	33.0982228239	33.2574158539	32.6595691353	32.163377017	32.3214061955	32.3203828406	32.4026955935	33.1969672401	33.4394737531	32.1556447628	31.7872014926	30.739282938	
High income: OECD	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	52.1110444948	51.3631602494	50.4067365792	49.7192455407	49.6610403702	49.2330949915	49.0395149294	48.9479778489	49.0143211708	48.9105641547	49.259562551	48.5964804124	47.9435837858	47.2916997944	47.3574162062	47.6816732971	47.7461044044	47.4131843722	47.2574716922	46.2523548767	45.2103942944	44.8751554948	44.8805597683	
Honduras	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	28.6000003815	28.6000003815	29.8999996185	29.7000007629	29.5	29.2999992371	34.5999984741	34.7999992371	36.0999984741	39	37.2999992371	33.5999984741	30	30.7999992371	31.6000003815	30.6000003815	30.1000003815	30.2000007629	30.3999996185	30.6000003815	30.7999992371	31	31.2000007629	
Hong Kong SAR, China	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	56.5999984741	55.5	54.2000007629	51.5	50.2999992371	49.5999984741	49.2999992371	47.4000015259	47.0999984741	45.7999992371	44.7999992371	43.5999984741	44.7000007629	44.7999992371	45.2999992371	44.7000007629	44	44.5999984741	43	40.5999984741	37.2000007629	37.5	37.9000015259	
Hungary	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	44.5999984741	42.0999984741	39.7999992371	37.2000007629	35.5999984741	32.7000007629	30.6000003815	30.7999992371	34.2999992371	34.2999992371	32.9000015259	30.6000003815	30	27.6000003815	24.5	23.7000007629	23.1000003815	21.5	21.1000003815	21.3999996185	22.1000003815	22	23.7000007629	
Iceland	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	58.7999992371	59.2000007629	60.4000015259	59.7999992371	59.0999984741	59.7999992371	59.9000015259	62.0999984741	68.0999984741	70.5	73.3000030518	69.9000015259	62.4000015259	68.8000030518	68.6999969482	75.4000015259	78.0999984741	76.6999969482	76	72	71.6999969482	71	74	
India	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	30.8999996185	30.5	30.2000007629	29.8999996185	29.6000003815	29	28.5	27.8999996185	27.3999996185	26.8999996185	26.3999996185	26.7000007629	27	27.2999992371	27.6000003815	27.8999996185	26	24.2000007629	22.5	20.8999996185	19.3999996185	19.3999996185	19.3999996185	
Indonesia	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	42.0999984741	41.2000007629	40.4000015259	41.5	42.5999984741	42.7999992371	43	41.7000007629	39.0999984741	43.4000015259	43.5999984741	43.9000015259	44.0999984741	44.0999984741	44	43.9000015259	43.2000007629	42.5999984741	41.9000015259	41.0999984741	40.5	40.4000015259	40.4000015259	
Iran, Islamic Rep.	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	12	12.3999996185	12	11.6000003815	11.3000001907	10.8999996185	10.6000003815	11.1000003815	11.6999998093	12.3000001907	13	13.6999998093	14.5	15.3000001907	16.2999992371	17.2000007629	15.8000001907	14.5	12.5	12.6999998093	12.8000001907	13	13.1000003815	
Iraq	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	8.3000001907	8.3000001907	8.1999998093	8.1999998093	8.1999998093	8.1999998093	8.1999998093	8.1999998093	8.1999998093	8.1999998093	8.1000003815	8.1000003815	8.1000003815	8.1000003815	8.1000003815	8.1000003815	8.1000003815	8.1000003815	8.1000003815	8.1000003815	8.1000003815	8.1999998093	8.1999998093	
Ireland	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	46.5	45.0999984741	41.7000007629	42.4000015259	42.2999992371	41.5999984741	40.5	42.2000007629	45.2000007629	47.0999984741	46.7999992371	44.9000015259	44.5	45.5	44.7999992371	49.9000015259	50.4000015259	51.5	49.2999992371	45.9000015259	41.7000007629	40	39.5999984741	
Isle of Man	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)																								
Israel	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	29.1000003815	29.7999992371	30.6000003815	32.2000007629	34.5	34.7999992371	34.4000015259	33.7999992371	33.0999984741	34	35.5999984741	35	33.0999984741	34.2000007629	34.5999984741	35	35.2000007629	34.5	33.7999992371	34.5999984741	34.0999984741	32.5	48.7999992371	
Italy	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	43.2999992371	41.7999992371	37.9000015259	36.7000007629	34.5999984741	34	34.2000007629	33.9000015259	33	33.5999984741	33.7999992371	32.4000015259	30.8999996185	30	31.7999992371	28.6000003815	26.8999996185	25.6000003815	25.8999996185	24	23.3999996185	22.7999992371	23.7999992371	
Jamaica	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	55.9000015259	55.5	55	54.5	53.7999992371	52.0999984741	50.2000007629	48.2999992371	46.4000015259	44.2999992371	42.4000015259	40.5999984741	38.9000015259	37.2999992371	37.0999984741	37.0999984741	37	36.7999992371	36.5999984741	32.0999984741	30.2999992371	32.4000015259	31	
Japan	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	44.5999984741	45.4000015259	46.2000007629	46.5999984741	47.2000007629	47.2999992371	47.5	47.5	47.5	46.4000015259	46.2999992371	46.2999992371	44.9000015259	44.5999984741	44.2999992371	45	45.2000007629	44.7000007629	44.7999992371	44.9000015259	44	43.2999992371	42.7000007629	
Jordan	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	7.3000001907	7.5	7.8000001907	8.1000003815	8.3999996185	8.6000003815	8.6000003815	8.6000003815	8.5	8.5	8.5	9.3000001907	9.1999998093	9.3999996185	8.5	9.3000001907	10.1000003815	11.6999998093	11.1000003815	11.6000003815	11	10.1999998093	9.8999996185	
Kazakhstan	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	49.2000007629	48.9000015259	48.7999992371	48.7999992371	48.9000015259	48.9000015259	48.9000015259	48.9000015259	48.9000015259	48.7999992371	48.7000007629	48.5	48.2000007629	47.5	46.2999992371	45.2000007629	44.5	44	43.5999984741	43.9000015259	44.0999984741	44.4000015259	44.5	
Kenya	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	55.2000007629	53.7999992371	52.2999992371	50.9000015259	49.5	48.0999984741	46.7000007629	45.2999992371	44	42.7000007629	41.4000015259	40.2000007629	39.0999984741	38	36.9000015259	36	36	36	36	36	35.9000015259	35.9000015259	35.7999992371	
Kiribati	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)																								
Korea, Dem. Rep.	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	78.5	78.4000015259	78	77.6999969482	77.3000030518	76.8000030518	76.4000015259	75.6999969482	75.5999984741	74.9000015259	74	73.5999984741	72.9000015259	72.3000030518	71	70.3000030518	69.0999984741	67.5	66.5	66.4000015259	65.4000015259	65.0999984741	64.8000030518	
Korea, Rep.	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	41.2000007629	41.9000015259	41.5	41.4000015259	41.2999992371	41.7999992371	41.2000007629	40.7999992371	37.2000007629	36.5999984741	37.2000007629	37.7999992371	38.2000007629	38.2000007629	39	38.5999984741	35.7999992371	33.2999992371	31.2999992371	29.7999992371	30.2000007629	29.7999992371	30.6000003815	
Kosovo	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)																								
Kuwait	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	22.7999992371	22.8999996185	23	23.2000007629	23.6000003815	24.2999992371	25	25.8999996185	26.6000003815	27	27.2000007629	27.1000003815	26.8999996185	26.5	25.3999996185	24.2999992371	23.7999992371	23.5	23.2000007629	24.2000007629	24.2000007629	24.2999992371	24.2999992371	
Kyrgyz Republic	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	47	46.4000015259	46.2000007629	46	45.7000007629	45.2999992371	44.7999992371	44.0999984741	43.4000015259	42.7000007629	42	41.2999992371	40.7000007629	38.4000015259	36.2000007629	36.0999984741	36.0999984741	36.4000015259	36.5999984741	36.7999992371	37	37.0999984741	37.2000007629	
Lao PDR	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	83	82.9000015259	82.6999969482	82.4000015259	81.8000030518	81.4000015259	80.5999984741	79.6999969482	78.9000015259	78	77.0999984741	76.3000030518	75.4000015259	74.5999984741	73.6999969482	72.9000015259	72.0999984741	71.3000030518	70.5	69.8000030518	69.0999984741	68.8000030518	68.5	
Latin America & Caribbean (all income levels)	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	38.7456162491	39.5994478633	40.7959458794	40.8152135843	41.0760123691	41.7661879468	41.0853554916	41.7367814607	42.2673379211	42.7096236506	42.0692037702	42.4976356741	42.8974076591	42.4614515698	42.9659680797	43.2914046933	42.8540925867	42.8109435843	42.8074947909	42.1986386197	42.2841469458	42.2528790958	42.4864387341	
Latin America & Caribbean (developing only)	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	39.2097295627	40.1090250682	41.2715946095	41.2036989682	41.4401361011	42.1902588154	41.4927047448	42.1303264368	42.7227290818	43.2056117297	42.566997913	43.0492171019	43.5082350232	43.0408515223	43.5518421019	43.864255653	43.4369868287	43.397332538	43.3465194604	42.7305907024	42.7211556128	42.6478375331	42.894149022	
Latvia	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	53.4000015259	51.2999992371	49.4000015259	47.5	45.4000015259	43.2000007629	40.7000007629	39.5	39.5999984741	34.5999984741	31.7999992371	31.1000003815	34.5999984741	33.2999992371	30.7999992371	31.2999992371	33.7000007629	36.7000007629	36.5	36.0999984741	37.2999992371	33.7999992371	36	
Least developed countries: UN classification	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	58.6279478749	58.4560041087	58.1809232907	57.8894752659	57.6727374869	57.4921819933	57.3275655199	57.1481851207	56.996503221	56.8646865913	56.6926876591	56.7482722158	56.7555975086	56.6871587053	56.6411681652	56.5409952152	56.3904071781	56.2172109575	56.11221667	56.0230942369	55.9624295647	55.867889953	55.8117195577	
Lebanon	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	17	17.2999992371	17.3999996185	17.5	17.5	17.3999996185	17.3999996185	17.7000007629	17.7000007629	17.7999992371	17.8999996185	17.7999992371	17.8999996185	17.8999996185	17.7999992371	17.6000003815	17.5	17.3999996185	17.3999996185	17.5	17.7000007629	18	18.2999992371	
Lesotho	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	60.2000007629	60.0999984741	60.0999984741	60	59.9000015259	59.7999992371	59.5999984741	59.5	59.2999992371	59.0999984741	56.5	54	51.5	49.0999984741	46.7000007629	44.4000015259	42.0999984741	39.9000015259	37.7999992371	37.7000007629	37.5999984741	37.4000015259	37.2999992371	
Liberia	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	34.7000007629	34.7000007629	34.5999984741	34.5999984741	34.5999984741	34.5999984741	34.5	34.5	34.5	34.5	34.5	34.5999984741	34.5999984741	34.7000007629	34.7000007629	34.7999992371	34.7999992371	34.7999992371	34.7999992371	34.7999992371	34.7999992371	34.7000007629	34.7000007629	
Libya	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	14.8999996185	15.3000001907	15.8999996185	16.3999996185	17.1000003815	17.7999992371	18.6000003815	19.5	20.3999996185	21.2000007629	22	22.6000003815	23.1000003815	23.6000003815	23.8999996185	24.1000003815	24.2000007629	24.2999992371	24.2999992371	24.2000007629	24.1000003815	24.1000003815	24.2000007629	
Liechtenstein	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)																								
Lithuania	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	45.2000007629	43.9000015259	42.7999992371	41.5999984741	40.4000015259	39	37.5	35.7000007629	34.4000015259	37.2999992371	32.7000007629	27.8999996185	28.1000003815	29.3999996185	19.5	20.7999992371	23.2999992371	23	26.2999992371	27.2000007629	26.8999996185	25.7999992371	27.5	
