Country,Indicator,Year,Estimated,Data
Colombia,Under-five Mortality rate  (%),2005,,2.1
Comoros,Under-five Mortality rate  (%),2005,,9.1
"Congo, Dem. Rep.",Under-five Mortality rate  (%),2005,,18.1
"Congo, Rep.",Under-five Mortality rate  (%),2005,,10.4
Costa Rica,Under-five Mortality rate  (%),2005,,1.1
Croatia,Under-five Mortality rate  (%),2005,,0.7
Cuba,Under-five Mortality rate  (%),2005,,0.7
Côte d'Ivoire,Under-five Mortality rate  (%),2005,,12.8
Djibouti,Under-five Mortality rate  (%),2005,,9.8
Dominican Republic,Under-five Mortality rate  (%),2005,,3.2
Ecuador,Under-five Mortality rate  (%),2005,,2.8
"Egypt, Arab Rep.",Under-five Mortality rate  (%),2005,,3.2
El Salvador,Under-five Mortality rate  (%),2005,,2.4
Eritrea,Under-five Mortality rate  (%),2005,,8.3
Estonia,Under-five Mortality rate  (%),2005,,0.7
Ethiopia,Under-five Mortality rate  (%),2005,,10.7
Fiji,Under-five Mortality rate  (%),2005,,2
Gabon,Under-five Mortality rate  (%),2005,,7.7
"Gambia, The",Under-five Mortality rate  (%),2005,,11.6
Georgia,Under-five Mortality rate  (%),2005,,2.6
Ghana,Under-five Mortality rate  (%),2005,,8.8
Guatemala,Under-five Mortality rate  (%),2005,,3.9
Guinea,Under-five Mortality rate  (%),2005,,15
Guinea-Bissau,Under-five Mortality rate  (%),2005,,17.3
Guyana,Under-five Mortality rate  (%),2005,,4.3
Haiti,Under-five Mortality rate  (%),2005,,8.6
Honduras,Under-five Mortality rate  (%),2005,,2.8
India,Under-five Mortality rate  (%),2005,,7.5
Indonesia,Under-five Mortality rate  (%),2005,,4.2
"Iran, Islamic Rep.",Under-five Mortality rate  (%),2005,,3.4
Iraq,Under-five Mortality rate  (%),2005,,4.1
Jamaica,Under-five Mortality rate  (%),2005,,2.2
Jordan,Under-five Mortality rate  (%),2005,,2.4
Kazakhstan,Under-five Mortality rate  (%),2005,,3.5
Kenya,Under-five Mortality rate  (%),2005,,9.4
Kuwait,Under-five Mortality rate  (%),2005,,1.2
Kyrgyz Republic,Under-five Mortality rate  (%),2005,,3.9
Lao PDR,Under-five Mortality rate  (%),2005,,6
Latvia,Under-five Mortality rate  (%),2005,,1.3
Lebanon,Under-five Mortality rate  (%),2005,,1.4
Lesotho,Under-five Mortality rate  (%),2005,,11.9
Liberia,Under-five Mortality rate  (%),2005,,11.7
Libya,Under-five Mortality rate  (%),2005,,2.2
Lithuania,Under-five Mortality rate  (%),2005,,0.9
"Macedonia, FYR",Under-five Mortality rate  (%),2005,,1.3
Madagascar,Under-five Mortality rate  (%),2005,,8.2
Malawi,Under-five Mortality rate  (%),2005,,12.9
Malaysia,Under-five Mortality rate  (%),2005,,0.9
Mali,Under-five Mortality rate  (%),2005,,19.6
Mauritania,Under-five Mortality rate  (%),2005,,11.6
Mauritius,Under-five Mortality rate  (%),2005,,1.6
Mexico,Under-five Mortality rate  (%),2005,,2.2
Moldova,Under-five Mortality rate  (%),2005,,2
Mongolia,Under-five Mortality rate  (%),2005,,4.6
Montenegro,Under-five Mortality rate  (%),2005,,
Morocco,Under-five Mortality rate  (%),2005,,4.3
Mozambique,Under-five Mortality rate  (%),2005,,13.9
Myanmar,Under-five Mortality rate  (%),2005,,7.3
Namibia,Under-five Mortality rate  (%),2005,,6.9
Nepal,Under-five Mortality rate  (%),2005,,6.5
Nicaragua,Under-five Mortality rate  (%),2005,,3.4
Niger,Under-five Mortality rate  (%),2005,,16.9
Nigeria,Under-five Mortality rate  (%),2005,,15.6
North Korea,Under-five Mortality rate  (%),2005,,3.2
Oman,Under-five Mortality rate  (%),2005,,1.4
Pakistan,Under-five Mortality rate  (%),2005,,8.4
Panama,Under-five Mortality rate  (%),2005,,2.3
Papua New Guinea,Under-five Mortality rate  (%),2005,,6.5
Paraguay,Under-five Mortality rate  (%),2005,,2.9
Peru,Under-five Mortality rate  (%),2005,,2.8
Philippines,Under-five Mortality rate  (%),2005,,3.2
Qatar,Under-five Mortality rate  (%),2005,,1
Romania,Under-five Mortality rate  (%),2005,,2.1
Russian Federation,Under-five Mortality rate  (%),2005,,1.7
Rwanda,Under-five Mortality rate  (%),2005,,10.8
Saudi Arabia,Under-five Mortality rate  (%),2005,,1.4
Senegal,Under-five Mortality rate  (%),2005,,9.7
Serbia,Under-five Mortality rate  (%),2005,,
Sierra Leone,Under-five Mortality rate  (%),2005,,21.4
Slovak Republic,Under-five Mortality rate  (%),2005,,1
Somalia,Under-five Mortality rate  (%),2005,,18
South Africa,Under-five Mortality rate  (%),2005,,7.8
Sri Lanka,Under-five Mortality rate  (%),2005,,1.6
Sudan (former),Under-five Mortality rate  (%),2005,,10.5
Suriname,Under-five Mortality rate  (%),2005,,3.5
Swaziland,Under-five Mortality rate  (%),2005,,12.8
Syrian Arab Republic,Under-five Mortality rate  (%),2005,,1.9
Tajikistan,Under-five Mortality rate  (%),2005,,7.9
Tanzania,Under-five Mortality rate  (%),2005,,9.8
Thailand,Under-five Mortality rate  (%),2005,,1.6
Timor-Leste,Under-five Mortality rate  (%),2005,,7.9
Togo,Under-five Mortality rate  (%),2005,,12
Trinidad & Tobago,Under-five Mortality rate  (%),2005,,3
Tunisia,Under-five Mortality rate  (%),2005,,2.2
Turkey,Under-five Mortality rate  (%),2005,,2.4
Turkmenistan,Under-five Mortality rate  (%),2005,,6.2
Uganda,Under-five Mortality rate  (%),2005,,11.6
Ukraine,Under-five Mortality rate  (%),2005,,1.4
Uruguay,Under-five Mortality rate  (%),2005,,1.4
Uzbekistan,Under-five Mortality rate  (%),2005,,5.5
"Venezuela, RB",Under-five Mortality rate  (%),2005,,1.9
Vietnam,Under-five Mortality rate  (%),2005,,2.8
"Yemen, Rep.",Under-five Mortality rate  (%),2005,,8.8
Zambia,Under-five Mortality rate  (%),2005,,12.7
Zimbabwe,Under-five Mortality rate  (%),2005,,9.4
Afghanistan,Under-five Mortality rate  (%),2011,,10.1
Albania,Under-five Mortality rate  (%),2011,,1.4
Algeria,Under-five Mortality rate  (%),2011,,3
Angola,Under-five Mortality rate  (%),2011,,15.8
Argentina,Under-five Mortality rate  (%),2011,,1.4
Armenia,Under-five Mortality rate  (%),2011,,1.8
Azerbaijan,Under-five Mortality rate  (%),2011,,4.5
Bahrain,Under-five Mortality rate  (%),2011,,1
Bangladesh,Under-five Mortality rate  (%),2011,,4.6
Belarus,Under-five Mortality rate  (%),2011,,0.6
Benin,Under-five Mortality rate  (%),2011,,10.6
Bhutan,Under-five Mortality rate  (%),2011,,5.4
Bolivia,Under-five Mortality rate  (%),2011,,5.1
Bosnia & Herzegovina,Under-five Mortality rate  (%),2011,,0.8
Botswana,Under-five Mortality rate  (%),2011,,2.6
Brazil,Under-five Mortality rate  (%),2011,,1.6
Bulgaria,Under-five Mortality rate  (%),2011,,1.2
Burkina Faso,Under-five Mortality rate  (%),2011,,14.6
Burundi,Under-five Mortality rate  (%),2011,,13.9
Cambodia,Under-five Mortality rate  (%),2011,,4.3
Cameroon,Under-five Mortality rate  (%),2011,,12.7
Central African Rep.,Under-five Mortality rate  (%),2011,,16.4
Chad,Under-five Mortality rate  (%),2011,,16.9
Chile,Under-five Mortality rate  (%),2011,,0.9
China,Under-five Mortality rate  (%),2011,,1.5
Colombia,Under-five Mortality rate  (%),2011,,1.8
Comoros,Under-five Mortality rate  (%),2011,,7.9
"Congo, Dem. Rep.",Under-five Mortality rate  (%),2011,,16.8
"Congo, Rep.",Under-five Mortality rate  (%),2011,,9.9
Costa Rica,Under-five Mortality rate  (%),2011,,1
Croatia,Under-five Mortality rate  (%),2011,,0.5
Cuba,Under-five Mortality rate  (%),2011,,0.6
Côte d'Ivoire,Under-five Mortality rate  (%),2011,,11.5
Djibouti,Under-five Mortality rate  (%),2011,,9
Dominican Republic,Under-five Mortality rate  (%),2011,,2.5
Ecuador,Under-five Mortality rate  (%),2011,,2.3
"Egypt, Arab Rep.",Under-five Mortality rate  (%),2011,,2.1
El Salvador,Under-five Mortality rate  (%),2011,,1.5
Eritrea,Under-five Mortality rate  (%),2011,,6.8
Estonia,Under-five Mortality rate  (%),2011,,0.4
Ethiopia,Under-five Mortality rate  (%),2011,,7.7
Fiji,Under-five Mortality rate  (%),2011,,1.6
Gabon,Under-five Mortality rate  (%),2011,,6.6
"Gambia, The",Under-five Mortality rate  (%),2011,,10.1
Georgia,Under-five Mortality rate  (%),2011,,2.1
Ghana,Under-five Mortality rate  (%),2011,,7.8
Guatemala,Under-five Mortality rate  (%),2011,,3
Guinea,Under-five Mortality rate  (%),2011,,12.6
Guinea-Bissau,Under-five Mortality rate  (%),2011,,16.1
Guyana,Under-five Mortality rate  (%),2011,,3.6
Haiti,Under-five Mortality rate  (%),2011,,7
Honduras,Under-five Mortality rate  (%),2011,,2.1
India,Under-five Mortality rate  (%),2011,,6.1
Indonesia,Under-five Mortality rate  (%),2011,,3.2
"Iran, Islamic Rep.",Under-five Mortality rate  (%),2011,,2.5
Iraq,Under-five Mortality rate  (%),2011,,3.8
Jamaica,Under-five Mortality rate  (%),2011,,1.8
Jordan,Under-five Mortality rate  (%),2011,,2.1
Kazakhstan,Under-five Mortality rate  (%),2011,,2.8
Kenya,Under-five Mortality rate  (%),2011,,7.3
Kuwait,Under-five Mortality rate  (%),2011,,1.1
Kyrgyz Republic,Under-five Mortality rate  (%),2011,,3.1
Lao PDR,Under-five Mortality rate  (%),2011,,4.2
Latvia,Under-five Mortality rate  (%),2011,,0.8
Lebanon,Under-five Mortality rate  (%),2011,,0.9
Lesotho,Under-five Mortality rate  (%),2011,,8.6
Liberia,Under-five Mortality rate  (%),2011,,7.8
Libya,Under-five Mortality rate  (%),2011,,1.6
Lithuania,Under-five Mortality rate  (%),2011,,0.6
"Macedonia, FYR",Under-five Mortality rate  (%),2011,,1
Madagascar,Under-five Mortality rate  (%),2011,,6.2
Malawi,Under-five Mortality rate  (%),2011,,8.3
Malaysia,Under-five Mortality rate  (%),2011,,0.7
Mali,Under-five Mortality rate  (%),2011,,17.6
Mauritania,Under-five Mortality rate  (%),2011,,11.2
Mauritius,Under-five Mortality rate  (%),2011,,1.5
Mexico,Under-five Mortality rate  (%),2011,,1.6
Moldova,Under-five Mortality rate  (%),2011,,1.6
Mongolia,Under-five Mortality rate  (%),2011,,3.1
Montenegro,Under-five Mortality rate  (%),2011,,0.7
Morocco,Under-five Mortality rate  (%),2011,,3.3
Mozambique,Under-five Mortality rate  (%),2011,,10.3
Myanmar,Under-five Mortality rate  (%),2011,,6.2
Namibia,Under-five Mortality rate  (%),2011,,4.2
Nepal,Under-five Mortality rate  (%),2011,,4.8
Nicaragua,Under-five Mortality rate  (%),2011,,2.6
Niger,Under-five Mortality rate  (%),2011,,12.5
Nigeria,Under-five Mortality rate  (%),2011,,12.4
North Korea,Under-five Mortality rate  (%),2011,,3.3
Oman,Under-five Mortality rate  (%),2011,,0.9
Pakistan,Under-five Mortality rate  (%),2011,,7.2
Panama,Under-five Mortality rate  (%),2011,,2
Papua New Guinea,Under-five Mortality rate  (%),2011,,5.8
Paraguay,Under-five Mortality rate  (%),2011,,2.2
Peru,Under-five Mortality rate  (%),2011,,1.8
Philippines,Under-five Mortality rate  (%),2011,,2.5
Qatar,Under-five Mortality rate  (%),2011,,0.8
Romania,Under-five Mortality rate  (%),2011,,1.3
Russian Federation,Under-five Mortality rate  (%),2011,,1.2
Rwanda,Under-five Mortality rate  (%),2011,,5.4
Saudi Arabia,Under-five Mortality rate  (%),2011,,0.9
Senegal,Under-five Mortality rate  (%),2011,,6.5
Serbia,Under-five Mortality rate  (%),2011,,0.7
Sierra Leone,Under-five Mortality rate  (%),2011,,18.5
Slovak Republic,Under-five Mortality rate  (%),2011,,0.8
Somalia,Under-five Mortality rate  (%),2011,,18
South Africa,Under-five Mortality rate  (%),2011,,4.7
Sri Lanka,Under-five Mortality rate  (%),2011,,1.2
Sudan (former),Under-five Mortality rate  (%),2011,,9.4
Suriname,Under-five Mortality rate  (%),2011,,3
Swaziland,Under-five Mortality rate  (%),2011,,10.4
Syrian Arab Republic,Under-five Mortality rate  (%),2011,,1.5
Tajikistan,Under-five Mortality rate  (%),2011,,6.3
Tanzania,Under-five Mortality rate  (%),2011,,6.8
Thailand,Under-five Mortality rate  (%),2011,,1.2
Timor-Leste,Under-five Mortality rate  (%),2011,,5.4
Togo,Under-five Mortality rate  (%),2011,,11
Trinidad & Tobago,Under-five Mortality rate  (%),2011,,2.8
Tunisia,Under-five Mortality rate  (%),2011,,1.6
Turkey,Under-five Mortality rate  (%),2011,,1.5
Turkmenistan,Under-five Mortality rate  (%),2011,,5.3
Uganda,Under-five Mortality rate  (%),2011,,9
Ukraine,Under-five Mortality rate  (%),2011,,1
Uruguay,Under-five Mortality rate  (%),2011,,1
Uzbekistan,Under-five Mortality rate  (%),2011,,4.9
"Venezuela, RB",Under-five Mortality rate  (%),2011,,1.5
Vietnam,Under-five Mortality rate  (%),2011,,2.2
"Yemen, Rep.",Under-five Mortality rate  (%),2011,,7.7
Zambia,Under-five Mortality rate  (%),2011,,8.3
Zimbabwe,Under-five Mortality rate  (%),2011,,6.7
Afghanistan,2013 Global Hunger Index,1990,,
Albania,2013 Global Hunger Index,1990,,9.2
Algeria,2013 Global Hunger Index,1990,,7
Angola,2013 Global Hunger Index,1990,,39.5
Argentina,2013 Global Hunger Index,1990,,5
Armenia,2013 Global Hunger Index,1990,,
Azerbaijan,2013 Global Hunger Index,1990,,
Bahrain,2013 Global Hunger Index,1990,,
Bangladesh,2013 Global Hunger Index,1990,,36.7
Belarus,2013 Global Hunger Index,1990,,
Benin,2013 Global Hunger Index,1990,,22.5
Bhutan,2013 Global Hunger Index,1990,,
Bolivia,2013 Global Hunger Index,1990,,18.8
Bosnia & Herzegovina,2013 Global Hunger Index,1990,,
Botswana,2013 Global Hunger Index,1990,,16.8
Brazil,2013 Global Hunger Index,1990,,8.7
Bulgaria,2013 Global Hunger Index,1990,,5
Burkina Faso,2013 Global Hunger Index,1990,,26.9
Burundi,2013 Global Hunger Index,1990,,33.8
Cambodia,2013 Global Hunger Index,1990,,32.2
Cameroon,2013 Global Hunger Index,1990,,23.7
Central African Rep.,2013 Global Hunger Index,1990,,30.7
Chad,2013 Global Hunger Index,1990,,38.8
Chile,2013 Global Hunger Index,1990,,5
China,2013 Global Hunger Index,1990,,13
Colombia,2013 Global Hunger Index,1990,,10.4
Comoros,2013 Global Hunger Index,1990,,24
"Congo, Dem. Rep.",2013 Global Hunger Index,1990,,
"Congo, Rep.",2013 Global Hunger Index,1990,,23.7
Costa Rica,2013 Global Hunger Index,1990,,5
Croatia,2013 Global Hunger Index,1990,,
Cuba,2013 Global Hunger Index,1990,,5.5
Côte d'Ivoire,2013 Global Hunger Index,1990,,16.3
Djibouti,2013 Global Hunger Index,1990,,33.5
Dominican Republic,2013 Global Hunger Index,1990,,14.9
Ecuador,2013 Global Hunger Index,1990,,14
"Egypt, Arab Rep.",2013 Global Hunger Index,1990,,7
El Salvador,2013 Global Hunger Index,1990,,10.9
Eritrea,2013 Global Hunger Index,1990,,
Estonia,2013 Global Hunger Index,1990,,
Ethiopia,2013 Global Hunger Index,1990,,42.3
Fiji,2013 Global Hunger Index,1990,,5.8
Gabon,2013 Global Hunger Index,1990,,9.7
"Gambia, The",2013 Global Hunger Index,1990,,19.1
Georgia,2013 Global Hunger Index,1990,,
Ghana,2013 Global Hunger Index,1990,,25.5
Guatemala,2013 Global Hunger Index,1990,,15
Guinea,2013 Global Hunger Index,1990,,21.4
Guinea-Bissau,2013 Global Hunger Index,1990,,21.7
Guyana,2013 Global Hunger Index,1990,,14.3
Haiti,2013 Global Hunger Index,1990,,33.8
Honduras,2013 Global Hunger Index,1990,,14.2
India,2013 Global Hunger Index,1990,,32.6
Indonesia,2013 Global Hunger Index,1990,,19.7
"Iran, Islamic Rep.",2013 Global Hunger Index,1990,,8.5
Iraq,2013 Global Hunger Index,1990,,
Jamaica,2013 Global Hunger Index,1990,,5.9
Jordan,2013 Global Hunger Index,1990,,5.1
Kazakhstan,2013 Global Hunger Index,1990,,
Kenya,2013 Global Hunger Index,1990,,21.4
Kuwait,2013 Global Hunger Index,1990,,12.4
Kyrgyz Republic,2013 Global Hunger Index,1990,,
Lao PDR,2013 Global Hunger Index,1990,,33.4
Latvia,2013 Global Hunger Index,1990,,
Lebanon,2013 Global Hunger Index,1990,,5
Lesotho,2013 Global Hunger Index,1990,,13.2
Liberia,2013 Global Hunger Index,1990,,23.4
Libya,2013 Global Hunger Index,1990,,5
Lithuania,2013 Global Hunger Index,1990,,
"Macedonia, FYR",2013 Global Hunger Index,1990,,
Madagascar,2013 Global Hunger Index,1990,,25.5
Malawi,2013 Global Hunger Index,1990,,30.6
Malaysia,2013 Global Hunger Index,1990,,9.5
Mali,2013 Global Hunger Index,1990,,27.4
Mauritania,2013 Global Hunger Index,1990,,22.7
Mauritius,2013 Global Hunger Index,1990,,8.5
Mexico,2013 Global Hunger Index,1990,,7.4
Moldova,2013 Global Hunger Index,1990,,
Mongolia,2013 Global Hunger Index,1990,,19.7
Montenegro,2013 Global Hunger Index,1990,,
Morocco,2013 Global Hunger Index,1990,,7.8
Mozambique,2013 Global Hunger Index,1990,,36
Myanmar,2013 Global Hunger Index,1990,,
Namibia,2013 Global Hunger Index,1990,,22.1
Nepal,2013 Global Hunger Index,1990,,28
Nicaragua,2013 Global Hunger Index,1990,,24.1
Niger,2013 Global Hunger Index,1990,,36.4
Nigeria,2013 Global Hunger Index,1990,,25.3
North Korea,2013 Global Hunger Index,1990,,18.8
Oman,2013 Global Hunger Index,1990,,
Pakistan,2013 Global Hunger Index,1990,,25.9
Panama,2013 Global Hunger Index,1990,,11.6
Papua New Guinea,2013 Global Hunger Index,1990,,
Paraguay,2013 Global Hunger Index,1990,,9.3
Peru,2013 Global Hunger Index,1990,,16.3
Philippines,2013 Global Hunger Index,1990,,19.9
Qatar,2013 Global Hunger Index,1990,,
Romania,2013 Global Hunger Index,1990,,5
Russian Federation,2013 Global Hunger Index,1990,,
Rwanda,2013 Global Hunger Index,1990,,30.8
Saudi Arabia,2013 Global Hunger Index,1990,,6.5
Senegal,2013 Global Hunger Index,1990,,18.1
Serbia,2013 Global Hunger Index,1990,,
Sierra Leone,2013 Global Hunger Index,1990,,31.3
Slovak Republic,2013 Global Hunger Index,1990,,
Somalia,2013 Global Hunger Index,1990,,
South Africa,2013 Global Hunger Index,1990,,7.2
Sri Lanka,2013 Global Hunger Index,1990,,22.3
Sudan (former),2013 Global Hunger Index,1990,,31.1
Suriname,2013 Global Hunger Index,1990,,11.3
Swaziland,2013 Global Hunger Index,1990,,10.4
Syrian Arab Republic,2013 Global Hunger Index,1990,,7.7
Tajikistan,2013 Global Hunger Index,1990,,
Tanzania,2013 Global Hunger Index,1990,,23.4
Thailand,2013 Global Hunger Index,1990,,21.3
Timor-Leste,2013 Global Hunger Index,1990,,
Togo,2013 Global Hunger Index,1990,,23
Trinidad & Tobago,2013 Global Hunger Index,1990,,8.4
Tunisia,2013 Global Hunger Index,1990,,5
Turkey,2013 Global Hunger Index,1990,,5
Turkmenistan,2013 Global Hunger Index,1990,,
Uganda,2013 Global Hunger Index,1990,,21.4
Ukraine,2013 Global Hunger Index,1990,,
Uruguay,2013 Global Hunger Index,1990,,5.5
Uzbekistan,2013 Global Hunger Index,1990,,
"Venezuela, RB",2013 Global Hunger Index,1990,,7.8
Vietnam,2013 Global Hunger Index,1990,,30.9
"Yemen, Rep.",2013 Global Hunger Index,1990,,29.8
Zambia,2013 Global Hunger Index,1990,,24.9
Zimbabwe,2013 Global Hunger Index,1990,,20
Afghanistan,2013 Global Hunger Index,1995,,
Albania,2013 Global Hunger Index,1995,,6
Algeria,2013 Global Hunger Index,1995,,7.7
Angola,2013 Global Hunger Index,1995,,38.5
Argentina,2013 Global Hunger Index,1995,,5
Armenia,2013 Global Hunger Index,1995,,10.2
Azerbaijan,2013 Global Hunger Index,1995,,14.5
Bahrain,2013 Global Hunger Index,1995,,
Bangladesh,2013 Global Hunger Index,1995,,35.1
Belarus,2013 Global Hunger Index,1995,,5
Benin,2013 Global Hunger Index,1995,,20.5
Bhutan,2013 Global Hunger Index,1995,,
Bolivia,2013 Global Hunger Index,1995,,16.9
Bosnia & Herzegovina,2013 Global Hunger Index,1995,,5
Botswana,2013 Global Hunger Index,1995,,17
Brazil,2013 Global Hunger Index,1995,,7.6
Bulgaria,2013 Global Hunger Index,1995,,5
Burkina Faso,2013 Global Hunger Index,1995,,22.7
Burundi,2013 Global Hunger Index,1995,,38.1
Cambodia,2013 Global Hunger Index,1995,,30.7
Cameroon,2013 Global Hunger Index,1995,,23.8
Central African Rep.,2013 Global Hunger Index,1995,,29.4
Chad,2013 Global Hunger Index,1995,,34.9
Chile,2013 Global Hunger Index,1995,,5
China,2013 Global Hunger Index,1995,,10.4
Colombia,2013 Global Hunger Index,1995,,8
Comoros,2013 Global Hunger Index,1995,,27.5
"Congo, Dem. Rep.",2013 Global Hunger Index,1995,,
"Congo, Rep.",2013 Global Hunger Index,1995,,23.9
Costa Rica,2013 Global Hunger Index,1995,,5
Croatia,2013 Global Hunger Index,1995,,5.4
Cuba,2013 Global Hunger Index,1995,,7.4
Côte d'Ivoire,2013 Global Hunger Index,1995,,16.5
Djibouti,2013 Global Hunger Index,1995,,28.5
Dominican Republic,2013 Global Hunger Index,1995,,11.7
Ecuador,2013 Global Hunger Index,1995,,11.6
"Egypt, Arab Rep.",2013 Global Hunger Index,1995,,6.2
El Salvador,2013 Global Hunger Index,1995,,8.7
Eritrea,2013 Global Hunger Index,1995,,40.6
Estonia,2013 Global Hunger Index,1995,,5
Ethiopia,2013 Global Hunger Index,1995,,42.7
Fiji,2013 Global Hunger Index,1995,,5.1
Gabon,2013 Global Hunger Index,1995,,8
"Gambia, The",2013 Global Hunger Index,1995,,20.4
Georgia,2013 Global Hunger Index,1995,,16.6
Ghana,2013 Global Hunger Index,1995,,19.6
Guatemala,2013 Global Hunger Index,1995,,16.1
Guinea,2013 Global Hunger Index,1995,,21.2
Guinea-Bissau,2013 Global Hunger Index,1995,,20.8
Guyana,2013 Global Hunger Index,1995,,10.2
Haiti,2013 Global Hunger Index,1995,,31.7
Honduras,2013 Global Hunger Index,1995,,13.6
India,2013 Global Hunger Index,1995,,27.1
Indonesia,2013 Global Hunger Index,1995,,16.9
"Iran, Islamic Rep.",2013 Global Hunger Index,1995,,7.4
Iraq,2013 Global Hunger Index,1995,,
Jamaica,2013 Global Hunger Index,1995,,5
Jordan,2013 Global Hunger Index,1995,,5.2
Kazakhstan,2013 Global Hunger Index,1995,,5
Kenya,2013 Global Hunger Index,1995,,21
Kuwait,2013 Global Hunger Index,1995,,5.1
Kyrgyz Republic,2013 Global Hunger Index,1995,,9.3
Lao PDR,2013 Global Hunger Index,1995,,30.3
Latvia,2013 Global Hunger Index,1995,,5
Lebanon,2013 Global Hunger Index,1995,,5
Lesotho,2013 Global Hunger Index,1995,,14.6
Liberia,2013 Global Hunger Index,1995,,28.2
Libya,2013 Global Hunger Index,1995,,5
Lithuania,2013 Global Hunger Index,1995,,5
"Macedonia, FYR",2013 Global Hunger Index,1995,,5.8
Madagascar,2013 Global Hunger Index,1995,,24.6
Malawi,2013 Global Hunger Index,1995,,27.6
Malaysia,2013 Global Hunger Index,1995,,7.1
Mali,2013 Global Hunger Index,1995,,26.9
Mauritania,2013 Global Hunger Index,1995,,16.2
Mauritius,2013 Global Hunger Index,1995,,7.6
Mexico,2013 Global Hunger Index,1995,,5.8
Moldova,2013 Global Hunger Index,1995,,7.7
Mongolia,2013 Global Hunger Index,1995,,23.6
Montenegro,2013 Global Hunger Index,1995,,
Morocco,2013 Global Hunger Index,1995,,6.9
Mozambique,2013 Global Hunger Index,1995,,32
Myanmar,2013 Global Hunger Index,1995,,
Namibia,2013 Global Hunger Index,1995,,21.9
Nepal,2013 Global Hunger Index,1995,,27.3
Nicaragua,2013 Global Hunger Index,1995,,19.9
Niger,2013 Global Hunger Index,1995,,34.6
Nigeria,2013 Global Hunger Index,1995,,22.6
North Korea,2013 Global Hunger Index,1995,,22.6
Oman,2013 Global Hunger Index,1995,,
Pakistan,2013 Global Hunger Index,1995,,22.8
Panama,2013 Global Hunger Index,1995,,10.8
Papua New Guinea,2013 Global Hunger Index,1995,,
Paraguay,2013 Global Hunger Index,1995,,7.5
Peru,2013 Global Hunger Index,1995,,12.3
Philippines,2013 Global Hunger Index,1995,,17.4
Qatar,2013 Global Hunger Index,1995,,
Romania,2013 Global Hunger Index,1995,,5
Russian Federation,2013 Global Hunger Index,1995,,5
Rwanda,2013 Global Hunger Index,1995,,37.3
Saudi Arabia,2013 Global Hunger Index,1995,,6.4
Senegal,2013 Global Hunger Index,1995,,19.8
Serbia,2013 Global Hunger Index,1995,,
Sierra Leone,2013 Global Hunger Index,1995,,29.5
Slovak Republic,2013 Global Hunger Index,1995,,5
Somalia,2013 Global Hunger Index,1995,,
South Africa,2013 Global Hunger Index,1995,,6.5
Sri Lanka,2013 Global Hunger Index,1995,,20.7
Sudan (former),2013 Global Hunger Index,1995,,25.7
Suriname,2013 Global Hunger Index,1995,,9.9
Swaziland,2013 Global Hunger Index,1995,,12.9
Syrian Arab Republic,2013 Global Hunger Index,1995,,6.1
Tajikistan,2013 Global Hunger Index,1995,,21.2
Tanzania,2013 Global Hunger Index,1995,,26.9
Thailand,2013 Global Hunger Index,1995,,17.1
Timor-Leste,2013 Global Hunger Index,1995,,
Togo,2013 Global Hunger Index,1995,,19.1
Trinidad & Tobago,2013 Global Hunger Index,1995,,8.6
Tunisia,2013 Global Hunger Index,1995,,5
Turkey,2013 Global Hunger Index,1995,,5
Turkmenistan,2013 Global Hunger Index,1995,,10.3
Uganda,2013 Global Hunger Index,1995,,22.9
Ukraine,2013 Global Hunger Index,1995,,5
Uruguay,2013 Global Hunger Index,1995,,5
Uzbekistan,2013 Global Hunger Index,1995,,8.3
"Venezuela, RB",2013 Global Hunger Index,1995,,7.7
Vietnam,2013 Global Hunger Index,1995,,25.1
"Yemen, Rep.",2013 Global Hunger Index,1995,,27.7
Zambia,2013 Global Hunger Index,1995,,24.5
Zimbabwe,2013 Global Hunger Index,1995,,22
Afghanistan,2013 Global Hunger Index,2000,,
Albania,2013 Global Hunger Index,2000,,7.8
Algeria,2013 Global Hunger Index,2000,,5.3
Angola,2013 Global Hunger Index,2000,,31.6
Argentina,2013 Global Hunger Index,2000,,5
Armenia,2013 Global Hunger Index,2000,,8.2
Azerbaijan,2013 Global Hunger Index,2000,,11.9
Bahrain,2013 Global Hunger Index,2000,,
Bangladesh,2013 Global Hunger Index,2000,,24
Belarus,2013 Global Hunger Index,2000,,5
Benin,2013 Global Hunger Index,2000,,17.3
Bhutan,2013 Global Hunger Index,2000,,
Bolivia,2013 Global Hunger Index,2000,,14.2
Bosnia & Herzegovina,2013 Global Hunger Index,2000,,5
Botswana,2013 Global Hunger Index,2000,,17.8
Brazil,2013 Global Hunger Index,2000,,6.4
Bulgaria,2013 Global Hunger Index,2000,,5
Burkina Faso,2013 Global Hunger Index,2000,,26.1
Burundi,2013 Global Hunger Index,2000,,39.5
Cambodia,2013 Global Hunger Index,2000,,27.8
Cameroon,2013 Global Hunger Index,2000,,20.3
Central African Rep.,2013 Global Hunger Index,2000,,28
Chad,2013 Global Hunger Index,2000,,29.8
Chile,2013 Global Hunger Index,2000,,5
China,2013 Global Hunger Index,2000,,8.4
Colombia,2013 Global Hunger Index,2000,,6.8
Comoros,2013 Global Hunger Index,2000,,33.3
"Congo, Dem. Rep.",2013 Global Hunger Index,2000,,
"Congo, Rep.",2013 Global Hunger Index,2000,,19.3
Costa Rica,2013 Global Hunger Index,2000,,5
